ordinal	row_key	catalog_source	catalog_key	deployed	name	example	dataset	formula	family_explicit	family_description_claim	claimed_source_url	dataset_source_urls	source_file	hidden_claim	verified_claim	deployed_renderer_family_claim	deployed_family_provenance	retrieved_at	http_status	curl_exit	final_url	content_type	citation_authority_class	data_only_citation	formula_exact_observed	formula_terms_observed	formula_terms_missing	formula_support	family_support	dataset_support	semantic_support_verdict	semantic_support_reason	correction_with_evidence	evidence_anchor	body_sha256
34	bambi/hierarchical_binomial_nopooling	bambi	hierarchical_binomial_nopooling	true	Hierarchical Binomial — No Pooling	hierarchical_binomial	hierarchical_binomial	p(H, AB) ~ 0 + playerID		binomial	https://bambinos.github.io/bambi/notebooks/hierarchical_binomial_bambi.html	https://ndownloader.figshare.com/files/29749140	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.555170+00:00	200	0	https://bambinos.github.io/bambi/notebooks/hierarchical_binomial_bambi.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	playerid		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=3517; matched_terms=playerid; context_sha256=eb8671f9eeb2dbad	ebedd5c19370a62d47542c2b1ae28116cbd97fc7fc22b25d3e6b004891436864
35	bambi/hierarchical_binomial_partial	bambi	hierarchical_binomial_partial	true	Hierarchical Binomial — Partial Pooling	hierarchical_binomial	hierarchical_binomial	p(H, AB) ~ 1 + (1|playerID)		binomial	https://bambinos.github.io/bambi/notebooks/hierarchical_binomial_bambi.html	https://ndownloader.figshare.com/files/29749140	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.555170+00:00	200	0	https://bambinos.github.io/bambi/notebooks/hierarchical_binomial_bambi.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	playerid		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=3517; matched_terms=playerid; context_sha256=eb8671f9eeb2dbad	ebedd5c19370a62d47542c2b1ae28116cbd97fc7fc22b25d3e6b004891436864
36	bambi/alternative_links_logit	bambi	alternative_links_logit	true	Alternative Links — Logit	alternative_links	alternative_links	p(y, n) ~ x		"binomial, link=""logit"""	https://bambinos.github.io/bambi/notebooks/alternative_links_binary.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.539819+00:00	200	0	https://bambinos.github.io/bambi/notebooks/alternative_links_binary.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false			insufficient_terms:0/0	explicit_token_present	name_or_key_present	unverifiable	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.		text_offset=33; matched_terms=alternative; context_sha256=7f1261d4379aa0f4	7250c7b9eab2a0f090bded1e82b2b8f89af686d50899430657196a2f5ed0290a
37	bambi/alternative_links_probit	bambi	alternative_links_probit	true	Alternative Links — Probit	alternative_links	alternative_links	p(y, n) ~ x		"binomial, link=""probit"""	https://bambinos.github.io/bambi/notebooks/alternative_links_binary.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.539819+00:00	200	0	https://bambinos.github.io/bambi/notebooks/alternative_links_binary.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false			insufficient_terms:0/0	explicit_token_present	name_or_key_present	unverifiable	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.		text_offset=33; matched_terms=alternative; context_sha256=7f1261d4379aa0f4	7250c7b9eab2a0f090bded1e82b2b8f89af686d50899430657196a2f5ed0290a
38	bambi/alternative_links_cloglog	bambi	alternative_links_cloglog	true	Alternative Links — Complementary Log-Log	alternative_links	alternative_links	p(y, n) ~ x		"binomial, link=""cloglog"""	https://bambinos.github.io/bambi/notebooks/alternative_links_binary.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.539819+00:00	200	0	https://bambinos.github.io/bambi/notebooks/alternative_links_binary.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false			insufficient_terms:0/0	explicit_token_present	name_or_key_present	unverifiable	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.		text_offset=33; matched_terms=alternative; context_sha256=7f1261d4379aa0f4	7250c7b9eab2a0f090bded1e82b2b8f89af686d50899430657196a2f5ed0290a
39	bambi/wald_gamma_wald	bambi	wald_gamma_wald	true	Wald Regression — Insurance Claims (Wald Family)	wald_gamma	wald_gamma	claimcst0 ~ C(agecat) + gender + area		"wald, link=""log"""	https://bambinos.github.io/bambi/notebooks/wald_gamma_glm.html	https://ndownloader.figshare.com/files/28870713	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.616255+00:00	200	0	https://bambinos.github.io/bambi/notebooks/wald_gamma_glm.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	claimcst0,agecat,gender,area		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=2500; matched_terms=agecat,area,claimcst0,gender; context_sha256=5ddf198e5697fb74	e4c4a3febd510eb94a41a200420a2fd29d8fe00559b6bfca2cb4269c85998ebb
40	bambi/wald_gamma_gamma	bambi	wald_gamma_gamma	true	Gamma Regression — Insurance Claims (Gamma Family)	wald_gamma	wald_gamma	claimcst0 ~ agecat + gender + area		"gamma, link=""log"""	https://bambinos.github.io/bambi/notebooks/wald_gamma_glm.html	https://ndownloader.figshare.com/files/28870713	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.616255+00:00	200	0	https://bambinos.github.io/bambi/notebooks/wald_gamma_glm.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	claimcst0,agecat,gender,area		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=2500; matched_terms=agecat,area,claimcst0,gender; context_sha256=5ddf198e5697fb74	e4c4a3febd510eb94a41a200420a2fd29d8fe00559b6bfca2cb4269c85998ebb
41	bambi/negative_binomial_main	bambi	negative_binomial_main	true	Negative Binomial — Main Effects	negative_binomial	negative_binomial	daysabs ~ 0 + prog + scale(math)		negativebinomial	https://bambinos.github.io/bambi/notebooks/negative_binomial.html	https://stats.idre.ucla.edu/stat/stata/dae/nb_data.dta	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.578204+00:00	200	0	https://bambinos.github.io/bambi/notebooks/negative_binomial.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	daysabs,prog,scale,math		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=6876; matched_terms=daysabs,math,prog; context_sha256=def4faf4c2f65f3e	debca1ede81f7beec4e26cb248077890a7f197c1a3fbdc11fbe3277caba2243f
42	bambi/negative_binomial_interaction	bambi	negative_binomial_interaction	true	Negative Binomial — Interaction	negative_binomial	negative_binomial	daysabs ~ 0 + prog + scale(math) + prog:scale(math)		negativebinomial	https://bambinos.github.io/bambi/notebooks/negative_binomial.html	https://stats.idre.ucla.edu/stat/stata/dae/nb_data.dta	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.578204+00:00	200	0	https://bambinos.github.io/bambi/notebooks/negative_binomial.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	daysabs,prog,scale,math		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=6876; matched_terms=daysabs,math,prog; context_sha256=def4faf4c2f65f3e	debca1ede81f7beec4e26cb248077890a7f197c1a3fbdc11fbe3277caba2243f
43	bambi/count_roaches_poisson	bambi	count_roaches_poisson	true	Count Regression with Offset — Poisson	count_roaches	count_roaches	y ~ roach1 + treatment + senior + offset(log(exposure2))		poisson	https://bambinos.github.io/bambi/notebooks/count_roaches.html	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/roaches.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.550996+00:00	200	0	https://bambinos.github.io/bambi/notebooks/count_roaches.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	roach1,treatment,senior,exposure2		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=2445; matched_terms=exposure2,roach1,senior,treatment; context_sha256=90d658005d3e94fa	a989a12065ab61d6c63377de0a884d9cc3dd53a6965c6cdbf0081f861c2e0a87
44	bambi/count_roaches_nb	bambi	count_roaches_nb	true	Count Regression with Offset — Negative Binomial	count_roaches	count_roaches	y ~ roach1 + treatment + senior + offset(log(exposure2))		negativebinomial	https://bambinos.github.io/bambi/notebooks/count_roaches.html	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/roaches.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.550996+00:00	200	0	https://bambinos.github.io/bambi/notebooks/count_roaches.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	roach1,treatment,senior,exposure2		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=2445; matched_terms=exposure2,roach1,senior,treatment; context_sha256=90d658005d3e94fa	a989a12065ab61d6c63377de0a884d9cc3dd53a6965c6cdbf0081f861c2e0a87
45	bambi/beta_probs_intercept	bambi	beta_probs_intercept	true	Beta Regression — Intercept Only (Probabilities)	beta_regression	beta_probs	probabilities ~ 1		beta	https://bambinos.github.io/bambi/notebooks/beta_regression.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.540611+00:00	200	0	https://bambinos.github.io/bambi/notebooks/beta_regression.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	probabilities		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=2281; matched_terms=probabilities; context_sha256=a0e50e4d1e09a066	c7aed1a5a8da36e25009dc4e85774bc7a447be70df2a5925be1e2d8a01a4972a
46	bambi/beta_coin	bambi	beta_coin	true	Beta Regression — Coin Dirt	beta_regression	beta_coin	p ~ delta_d		beta	https://bambinos.github.io/bambi/notebooks/beta_regression.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.540611+00:00	200	0	https://bambinos.github.io/bambi/notebooks/beta_regression.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	delta_d		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=9652; matched_terms=delta_d; context_sha256=b20280001bd37644	c7aed1a5a8da36e25009dc4e85774bc7a447be70df2a5925be1e2d8a01a4972a
47	bambi/beta_batting_intercept	bambi	beta_batting_intercept	true	Beta Regression — Batting Average Intercept Only	beta_regression	beta_batting	batting_avg ~ 1		beta	https://bambinos.github.io/bambi/notebooks/beta_regression.html	https://ndownloader.figshare.com/files/29749140	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.540611+00:00	200	0	https://bambinos.github.io/bambi/notebooks/beta_regression.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	batting_avg		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=12464; matched_terms=average,batting,batting_avg; context_sha256=dcbb021a88ae54f6	c7aed1a5a8da36e25009dc4e85774bc7a447be70df2a5925be1e2d8a01a4972a
48	bambi/beta_batting_shift	bambi	beta_batting_shift	true	Beta Regression — Batting Average with Shift Predictor	beta_regression	beta_batting	batting_avg ~ batting_avg_shift		beta	https://bambinos.github.io/bambi/notebooks/beta_regression.html	https://ndownloader.figshare.com/files/29749140	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.540611+00:00	200	0	https://bambinos.github.io/bambi/notebooks/beta_regression.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	batting_avg,batting_avg_shift		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=12464; matched_terms=average,batting,batting_avg; context_sha256=dcbb021a88ae54f6	c7aed1a5a8da36e25009dc4e85774bc7a447be70df2a5925be1e2d8a01a4972a
49	bambi/categorical_toy	bambi	categorical_toy	true	Categorical Regression — Toy Dataset	categorical_regression	categorical_toy	y ~ x		categorical	https://bambinos.github.io/bambi/notebooks/categorical_regression.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.545087+00:00	200	0	https://bambinos.github.io/bambi/notebooks/categorical_regression.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false			insufficient_terms:0/0	explicit_token_present	name_or_key_present	unverifiable	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.		text_offset=0; matched_terms=categorical,dataset,regression; context_sha256=4b2331b914119f59	d3af4c8cfb9ed02527b12d34dfae6ae98cae021389b6c89484a4571d58b47ed6
50	bambi/categorical_iris	bambi	categorical_iris	true	Categorical Regression — Iris Species	categorical_regression	categorical_regression	species ~ sepal_length + sepal_width + petal_length + petal_width		categorical	https://bambinos.github.io/bambi/notebooks/categorical_regression.html	https://vincentarelbundock.github.io/Rdatasets/csv/datasets/iris.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.545087+00:00	200	0	https://bambinos.github.io/bambi/notebooks/categorical_regression.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	species,sepal_length,sepal_width,petal_length,petal_width		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=4700; matched_terms=petal_length,petal_width,sepal_length,sepal_width,species; context_sha256=ab27749f451acefe	d3af4c8cfb9ed02527b12d34dfae6ae98cae021389b6c89484a4571d58b47ed6
51	bambi/categorical_alligator	bambi	categorical_alligator	true	Categorical Regression — Alligator Food Choice	categorical_regression	categorical_alligator	choice ~ length + sex		categorical	https://bambinos.github.io/bambi/notebooks/categorical_regression.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.545087+00:00	200	0	https://bambinos.github.io/bambi/notebooks/categorical_regression.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	choice,length,sex		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=7484; matched_terms=alligator,choice,food,sex; context_sha256=991c32098c88e3f8	d3af4c8cfb9ed02527b12d34dfae6ae98cae021389b6c89484a4571d58b47ed6
