ordinal	row_key	catalog_source	catalog_key	deployed	name	example	dataset	formula	family_explicit	family_description_claim	claimed_source_url	dataset_source_urls	source_file	hidden_claim	verified_claim	description
266	rstanarm/roaches_nb	rstanarm	roaches_nb	true	Urban Roaches — Negative Binomial Count Model	roaches	roaches	y ~ roach1 + treatment + senior + offset(log(exposure2))			https://mc-stan.org/rstanarm/articles/count.html	https://vincentarelbundock.github.io/Rdatasets/csv/rstanarm/roaches.csv	rstanarm.jl			Same predictors as `:roaches_poisson` but with the negative binomial family to accommodate overdispersion and excess zeros.  `stan_glm.nb` / log.
267	rstanarm/weightgain_anova	rstanarm	weightgain_anova	true	Rat Weight Gain — Bayesian ANOVA (R² Prior)	weightgain	weightgain	weightgain ~ source * type			https://mc-stan.org/rstanarm/articles/aov.html	https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/weightgain.csv	rstanarm.jl			`stan_aov` two-way factorial model with R² prior on variance explained by the protein source × protein level interaction.  Gaussian / identity.
268	rstanarm/weightgain_re	rstanarm	weightgain_re	true	Rat Weight Gain — Factors as Random Effects	weightgain	weightgain	weightgain ~ 1 + (1|source) + (1|type) + (1|source:type)			https://mc-stan.org/rstanarm/articles/aov.html	https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/weightgain.csv	rstanarm.jl			`stan_lmer` refit treating the factorial structure as nested random intercepts, illustrating partial pooling across factor levels.  Gaussian / identity.
269	rstanarm/esoph_polr	rstanarm	esoph_polr	true	Esophageal Cancer — Ordinal Logistic Regression	esoph	esoph	tobgp ~ agegp + alcgp			https://mc-stan.org/rstanarm/articles/polr.html	https://vincentarelbundock.github.io/Rdatasets/csv/datasets/esoph.csv	rstanarm.jl			`stan_polr` proportional-odds model of tobacco consumption group as a function of age and alcohol group.  Ordered logistic.
270	rstanarm/gasoline_beta	rstanarm	gasoline_beta	true	Gasoline Yield — Beta Regression (Mean Only)	gasoline_yield	gasoline_yield	yield ~ gravity + pressure + temp10 + batch			https://mc-stan.org/rstanarm/articles/betareg.html	https://vincentarelbundock.github.io/Rdatasets/csv/betareg/GasolineYield.csv	rstanarm.jl			`stan_betareg` for proportion outcome (0–1): fraction of crude oil converted to gasoline as a function of API gravity, vapor pressure, vaporization temperature, and batch factor.  Beta / logit (mean), constant precision.
271	rstanarm/gasoline_beta_distr	rstanarm	gasoline_beta_distr	true	Gasoline Yield — Distributional Beta Regression	gasoline_yield	gasoline_yield	yield ~ gravity + pressure + temp10 + batch | gravity + pressure			https://mc-stan.org/rstanarm/articles/betareg.html	https://vincentarelbundock.github.io/Rdatasets/csv/betareg/GasolineYield.csv	rstanarm.jl			Extends `:gasoline_beta` by modelling precision (`phi`) as a function of gravity and pressure.  The `|` separator follows the betareg/rstanarm distributional formula interface.  Beta / logit (mean) + log (precision).
272	rstanarm/cbpp_glmm	rstanarm	cbpp_glmm	true	Bovine Pleuropneumonia — Binomial GLMM	cbpp_glmm	cbpp_rs	cbind(incidence, size - incidence) ~ size + period + (1|herd)			https://mc-stan.org/rstanarm/articles/glmer.html	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/cbpp.csv	rstanarm.jl			Canonical `stan_glmer` example from the rstanarm *mixed effects* vignette. Herd-level random intercept for disease incidence across 4 time periods. Binomial / logit.
273	rstanarm/bball_pooled	rstanarm	bball_pooled	true	MLB Batting 1970 — Complete Pooling	bball_pooling	bball1970	cbind(Hits, AB - Hits) ~ 1			https://mc-stan.org/rstanarm/articles/pooling.html	https://vincentarelbundock.github.io/Rdatasets/csv/rstanarm/bball1970.csv	rstanarm.jl			Complete-pooling estimate: single shared batting-average parameter for all 18 players.  Binomial / logit.  Compare with `:bball_nopooling` and `:bball_partial`.
274	rstanarm/bball_nopooling	rstanarm	bball_nopooling	true	MLB Batting 1970 — No Pooling	bball_pooling	bball1970	cbind(Hits, AB - Hits) ~ 0 + Player			https://mc-stan.org/rstanarm/articles/pooling.html	https://vincentarelbundock.github.io/Rdatasets/csv/rstanarm/bball1970.csv	rstanarm.jl			No-pooling model: independent intercept per player, no shrinkage. Binomial / logit.
275	rstanarm/bball_partial	rstanarm	bball_partial	true	MLB Batting 1970 — Partial Pooling (Hierarchical)	bball_pooling	bball1970	cbind(Hits, AB - Hits) ~ (1|Player)			https://mc-stan.org/rstanarm/articles/pooling.html	https://vincentarelbundock.github.io/Rdatasets/csv/rstanarm/bball1970.csv	rstanarm.jl			Hierarchical shrinkage model: player-level random intercepts partially pool estimates toward the population mean.  `stan_glmer` / Binomial / logit. The rstanarm *pooling* vignette shows this recovers end-of-season averages better than either complete or no pooling.
276	vasishth/pupil	vasishth	pupil	true	Pupil Dilation Experiment — Gaussian Regression	pupil	pupil	p_size ~ 1 + c_load			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/z43dz/?action=download	vasishth.jl			Gaussian regression; higher cognitive load → larger pupil dilation.
277	vasishth/spacebar	vasishth	spacebar	true	Spacebar-Pressing Response Times — Lognormal Regression	spacebar	spacebar	t ~ 1 + c_trial			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			Lognormal regression; practice effect: RT decreases linearly on log scale.
278	vasishth/recall_wm	vasishth	recall_wm	true	Working Memory Recall Accuracy — Logistic Regression	recall_wm	recall_wm	correct ~ 1 + c_set_size			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/6r9ka/?action=download	vasishth.jl			Bernoulli(logit) regression; set-size effect on recall accuracy.
279	vasishth/n400_uncorr	vasishth	n400_uncorr	true	N400 EEG — Uncorrelated Varying Slopes	n400	n400	n400 ~ c_cloze + (c_cloze || subj)			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/q7dsk/?action=download	vasishth.jl			Varying intercepts and slopes for subjects, uncorrelated; `||` suppresses the correlation parameter between intercept and slope.
280	vasishth/n400_corr	vasishth	n400_corr	true	N400 EEG — Correlated Varying Slopes	n400	n400	n400 ~ c_cloze + (c_cloze | subj)			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/q7dsk/?action=download	vasishth.jl			Varying intercepts and correlated slopes for subjects; `|` estimates the intercept–slope correlation.
281	vasishth/n400_crossed	vasishth	n400_crossed	true	N400 EEG — Crossed Random Effects	n400	n400	n400 ~ c_cloze + (c_cloze | subj) + (c_cloze | item)			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/q7dsk/?action=download	vasishth.jl			Crossed random effects for subjects and items; both have varying intercepts and slopes.
282	vasishth/n400_distr	vasishth	n400_distr	true	N400 EEG — Distributional Model for Sigma	n400	n400	bf(n400 ~ c_cloze + (c_cloze | subj) + (c_cloze | item), sigma ~ 1 + (1 | subj))			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/q7dsk/?action=download	vasishth.jl			Distributional model: residual sigma modeled with a subject-level random intercept, allowing between-subject variability in residual spread.
283	vasishth/stroop	vasishth	stroop	true	Stroop Task — Lognormal Varying-Slopes Model	stroop	stroop	RT ~ c_cond + (c_cond | subj)			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/n8xa7/?action=download	vasishth.jl			Lognormal regression; varying intercepts and correlated slopes per subject; Stroop congruence effect estimated per subject.
284	vasishth/pooling_partial	vasishth	pooling_partial	true	Hierarchical Pooling — Partial Pooling	pooling	pooling	y ~ 1 + (1 | subj)			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			Hierarchical / partial pooling; adaptive shrinkage across subjects.
285	vasishth/pooling_complete	vasishth	pooling_complete	true	Hierarchical Pooling — Complete Pooling	pooling	pooling	y ~ 1			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			Complete pooling; single intercept ignoring subject identity.
286	vasishth/pooling_none	vasishth	pooling_none	true	Hierarchical Pooling — No Pooling	pooling	pooling	y ~ 0 + factor(subj)			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			No pooling; one intercept per subject; cell-means parameterization.
287	vasishth/contrasts1_treatment	vasishth	contrasts1_treatment	true	Contrast Coding — Treatment Contrast	contrasts1	contrasts1	DV ~ F			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			"Factor as predictor; treatment contrast by default (reference level = ""A"")."
288	vasishth/contrasts1_cellmeans	vasishth	contrasts1_cellmeans	true	Contrast Coding — Cell-Means Parameterization	contrasts1	contrasts1	DV ~ -1 + F			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			Cell-means parameterization; no global intercept; each level gets its own mean.
289	vasishth/contrasts1_monotonic	vasishth	contrasts1_monotonic	true	Contrast Coding — Monotonic Effect	contrasts1	contrasts1	DV ~ 1 + mo(F)			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			Monotonic effect; `F` treated as ordered categorical; `mo()` constrains the effect to be monotonically increasing or decreasing across levels.
290	vasishth/contrasts2x2_factorial	vasishth	contrasts2x2_factorial	true	2×2 Factorial — Full Factorial Model	contrasts2x2	contrasts2x2	DV ~ A * B			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			Full factorial Gaussian model: main effects of `A` and `B` plus A×B interaction.
291	vasishth/contrasts2x2_nested	vasishth	contrasts2x2_nested	true	2×2 Factorial — Nested Model	contrasts2x2	contrasts2x2	DV ~ B / A			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			`A` nested in `B`; `A` effects estimated separately within each level of `B`.
292	vasishth/contrasts2x2_logistic	vasishth	contrasts2x2_logistic	true	2×2 Factorial — Logistic Regression	contrasts2x2	contrasts2x2	pDV ~ A * B			https://bruno.nicenboim.me/bayescogsci/	synthetic	vasishth.jl			Bernoulli(logit) regression; 2×2 factorial design with binary outcome `pDV`.
293	vasishth/meta_sbi	vasishth	meta_sbi	true	Meta-Analysis — Random Effects Model	meta_sbi	meta_sbi	effect | resp_se(SE, sigma = FALSE) ~ 1 + (1 | study_id)			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/du3qp/?action=download	vasishth.jl			`resp_se()` passes known measurement error; `sigma = FALSE` fixes residual SD to 0; random study intercept captures between-study heterogeneity τ.
294	vasishth/indiv_diff_naive	vasishth	indiv_diff_naive	true	Individual Differences — Naive OLS	indiv_diff	indiv_diff	mean_rspeed ~ c_mean_pcu			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/du3qp/?action=download	vasishth.jl			Naive OLS ignoring measurement error in both predictor and response; biased estimates.
295	vasishth/indiv_diff_me	vasishth	indiv_diff_me	true	Individual Differences — Measurement Error Model	indiv_diff	indiv_diff	mean_rspeed | resp_se(se_rspeed, sigma = TRUE) ~ me(c_mean_pcu, se_pcu)			https://bruno.nicenboim.me/bayescogsci/	https://osf.io/du3qp/?action=download	vasishth.jl			Measurement error in both response and predictor; `me()` propagates predictor uncertainty; `resp_se()` propagates response uncertainty and adds residual sigma.
296	bmm/mixture2p_setsize	bmm	mixture2p_setsize	true	Mixture2p — Two-Parameter Mixture Model (Set Size Effects)	color_wheel_mixture	bays2009_synth	thetat ~ 0 + set_size + (0 + set_size | id); kappa ~ 0 + set_size + (0 + set_size | id)			https://venpopov.github.io/bmm/articles/bmm_mixture_models.html	synthetic	bmm.jl			"Two-parameter mixture model for continuous report working memory data (Bays et al. 2009). The response error is decomposed into: - A von Mises (on-target memory) component with concentration `kappa` - A uniform (guessing) component with probability `1 − inv_logit(thetat)`  Both `thetat` (log-odds of remembering) and `kappa` (von Mises concentration, log scale) are regressed on set size with by-participant random slopes. The `0 + set_size` intercept-free parameterisation gives one coefficient per set-size level (treatment of set_size as factor).  bmm model spec: `mixture2p(resp_error = ""error"")`"
297	bmm/mixture3p_setsize	bmm	mixture3p_setsize	true	Mixture3p — Three-Parameter Mixture Model (Non-Target Swaps)	color_wheel_mixture	bays2009_synth	thetat ~ 0 + set_size + (0 + set_size | id); thetant ~ 0 + set_size + (0 + set_size | id); kappa ~ 0 + set_size + (0 + set_size | id)			https://venpopov.github.io/bmm/articles/bmm_mixture_models.html	synthetic	bmm.jl			"Three-parameter mixture model extending `mixture2p` with a non-target swap component (Bays et al. 2009). The response error is a mixture of: - Von Mises centred on the target (memory; `thetat`, `kappa`) - Von Mises centred on a randomly selected non-target (swap; `thetant`, same `kappa`) - Uniform (guessing)  `thetant` captures log-odds of swapping to a non-target. Requires non-target feature angles (`non_target_1`–`non_target_5`) and set_size.  bmm model spec: `mixture3p(resp_error=""error"", nt_features=paste0(""non_target_"",1:5), set_size=""set_size"")`"
298	bmm/sdm_condition	bmm	sdm_condition	true	SDM — Signal Discrimination Model (Condition Effects)	sdm_condition	sdm_synth	c ~ 0 + cond; kappa ~ 0 + cond			https://venpopov.github.io/bmm/articles/bmm_sdm_simple.html	synthetic	bmm.jl			"Signal Discrimination Model (Oberauer 2023) fit to a three-condition continuous report experiment. The SDM represents memory as a signal on a circular space; the response reflects discrimination between a memory trace and noise.  `c` (memory strength, real-valued) and `kappa` (precision, log scale) each receive one coefficient per condition via `0 + cond`. The model uses a custom circular-normal likelihood implemented via brms `stanvar()`.  bmm model spec: `sdm(resp_error = ""y"")`"
299	bmm/imm_full_condition	bmm	imm_full_condition	true	IMM Full — Interference Measurement Model (All Four Parameters)	imm_condition	imm_synth	c ~ 0 + cond; a ~ 0 + cond; s ~ 0 + cond; kappa ~ 0 + cond			https://venpopov.github.io/bmm/articles/bmm_imm.html	synthetic	bmm.jl			"Full Interference Measurement Model (Oberauer & Lin 2017) with all four parameters varying across two conditions: - `c` — baseline memory strength (item activation) - `a` — associative activation (binding strength) - `s` — spatial similarity gradient (spread of interference) - `kappa` — von Mises precision (log scale)  Each parameter gets one coefficient per condition via `0 + cond`. Non-target feature angles (`color_item2`–`color_item5`) and spatial distances (`dist_item2`–`dist_item5`) enter the likelihood directly (not as predictors in the formula).  bmm model spec: `imm(resp_error=""resp_error"", nt_features=paste0(""color_item"",2:5), set_size=""set_size"", nt_distances=paste0(""dist_item"",2:5), version=""full"")`"
300	flocker/single_season_repvarying	flocker	single_season_repvarying	true	Single-Season Occupancy — Multi-Species with Event Covariates	single_season	fd_rep_varying	occ: ~ uc1 + (1 + uc1 | species); det: ~ uc1 + ec1 + (1 + uc1 + ec1 | species)			https://jsocolar.github.io/flocker/articles/flocker_tutorial.html	synthetic	flocker.jl			Single-season multi-species occupancy model with site-level (`uc1`) and visit-level (`ec1`) covariates.  - `occ` sub-model: log-odds of occupancy at a site; `uc1` as fixed slope and   random slope by species. - `det` sub-model: log-odds of detection given presence; both `uc1` and the   event-varying `ec1` with random slopes by species.  Species-level random effects pool information across the 10 species. The model returns a `brmsfit` object; all brms post-processing tools apply.  flocker call: `flock(f_occ = ~ uc1 + (1 + uc1 | species), f_det = ~ uc1 + ec1 + (1 + uc1 + ec1 | species), flocker_data = fd)`
301	flocker/single_season_repconstant	flocker	single_season_repconstant	true	Single-Season Occupancy — Multi-Species, No Event Covariates	single_season	fd_rep_varying	occ: ~ uc1 + (1 + uc1 | species); det: ~ uc1 + (1 + uc1 | species)			https://jsocolar.github.io/flocker/articles/flocker_tutorial.html	synthetic	flocker.jl			"Single-season multi-species occupancy model with only site-level (`uc1`) covariates in both occupancy and detection sub-models (no event-varying covariate). Detection probability is constant across visits within a site, enabling an efficient ""rep-constant"" parameterisation in flocker.  flocker call: `flock(f_occ = ~ uc1 + (1 + uc1 | species), f_det = ~ uc1 + (1 + uc1 | species), flocker_data = fd, rep_constant = TRUE)`"
302	flocker/colex_explicit	flocker	colex_explicit	true	Colonisation-Extinction — Explicit Initial Occupancy	colex_multiseason	fd_multi	occ: ~ uc1; det: ~ uc1 + ec1; col: ~ uc1; ex: ~ uc1			https://jsocolar.github.io/flocker/articles/flocker_tutorial.html	synthetic	flocker.jl			"Dynamic (multi-season) colonisation-extinction occupancy model with explicit estimation of initial occupancy. Four sub-models: - `occ` — initial occupancy at season 1 (log-odds) - `det` — detection given presence (log-odds; with event covariate) - `col` — colonisation probability (log-odds): unoccupied sites becoming occupied - `ex`  — extinction probability (log-odds): occupied sites becoming unoccupied  `multi_init = ""explicit""` in flocker: initial occupancy estimated freely.  flocker call: `flock(f_occ=~uc1, f_det=~uc1+ec1, f_col=~uc1, f_ex=~uc1, flocker_data=fd, multiseason=""colex"", multi_init=""explicit"")`"
303	flocker/colex_equilibrium	flocker	colex_equilibrium	true	Colonisation-Extinction — Equilibrium Initial Occupancy	colex_multiseason	fd_multi	det: ~ uc1 + ec1; col: ~ uc1; ex: ~ uc1			https://jsocolar.github.io/flocker/articles/flocker_tutorial.html	synthetic	flocker.jl			"Dynamic colonisation-extinction occupancy model where initial occupancy is derived from the colonisation/extinction equilibrium rather than estimated as a free parameter. No `occ` sub-model; initial occupancy = col / (col + ex).  `multi_init = ""equilibrium""` in flocker. Reduces parameters and enforces stationarity of the occupancy process.  flocker call: `flock(f_det=~uc1+ec1, f_col=~uc1, f_ex=~uc1, flocker_data=fd, multiseason=""colex"", multi_init=""equilibrium"")`"
304	flocker/autologistic_equilibrium	flocker	autologistic_equilibrium	true	Autologistic Occupancy — Equilibrium Initial Occupancy	autologistic_multiseason	fd_multi	det: ~ uc1 + ec1; col: ~ uc1; auto: ~ 1			https://jsocolar.github.io/flocker/articles/flocker_tutorial.html	synthetic	flocker.jl			"Autologistic dynamic occupancy model: colonisation and persistence share predictor structure; a constant logit-scale offset (`auto: ~ 1`) is added to persistence probability relative to colonisation. Initial occupancy at equilibrium.  `multiseason = ""autologistic""`, `multi_init = ""equilibrium""` in flocker. The autologistic formulation is more parsimonious than explicit colex when persistence and colonisation share the same predictors.  flocker call: `flock(f_det=~uc1+ec1, f_col=~uc1, f_auto=~1, flocker_data=fd, multiseason=""autologistic"", multi_init=""equilibrium"")`"
305	flocker/augmented_multispecies	flocker	augmented_multispecies	true	Data-Augmented Occupancy — Species Richness Estimation	augmented_richness	fd_augmented	occ: ~ (1 | ff_species); det: ~ uc1 + ec1 + (1 + uc1 + ec1 | ff_species)			https://jsocolar.github.io/flocker/articles/flocker_tutorial.html	synthetic	flocker.jl			Data augmentation approach for estimating total species richness from incomplete sampling. The dataset includes 50 observed species plus 50 pseudospecies (all-zero detection histories); the occupancy probability of pseudospecies reflects the probability that an unobserved species is actually present.  `ff_species` is flocker's reserved grouping keyword for species in augmented models. Occupancy random intercept by species captures species-level variation in commonness; detection random slopes by species capture variation in detectability.  flocker call: `flock(f_occ=~(1|ff_species), f_det=~uc1+ec1+(1+uc1+ec1|ff_species), flocker_data=fd, augmented=TRUE)`
306	mvgam/portal_glm_re	mvgam	portal_glm_re	true	Poisson GLM — Hierarchical Year Random Effects	portal_counts	portal_synth	"'count ~ s(year_fac, bs = ""re"") - 1'"			https://nicholasjclark.github.io/mvgam/articles/mvgam_overview.html	synthetic	mvgam.jl			"Baseline Poisson GLM capturing inter-annual variation in rodent counts via hierarchical (random-effects) smooths on year. `s(year_fac, bs = ""re"") - 1` is the mgcv notation for a random intercept per year level with no overall intercept. No explicit latent trend process.  Fit with: `mvgam(count ~ s(year_fac, bs=""re"") - 1, family=poisson(), data=portal_train, trend_model=""None"")`"
307	mvgam/portal_ar_ndvi	mvgam	portal_ar_ndvi	true	Poisson GAM — NDVI Smooth + AR(1) Latent Trend	portal_counts	portal_synth	obs: count ~ 1 | trend: ~ s(ndvi_ma12, k = 6) [AR()]			https://nicholasjclark.github.io/mvgam/articles/mvgam_overview.html	synthetic	mvgam.jl			State-space Poisson model separating a smooth observation-level NDVI effect from a latent AR(1) trend process. The trend captures residual temporal autocorrelation not explained by the environmental covariate.  - `obs` formula: intercept-only observation model - `trend` formula: smooth NDVI effect at the latent process level (`k = 6`   basis functions) - `trend_model = AR()`: AR(1) latent trend  Fit with: `mvgam(count ~ 1, trend_formula = ~ s(ndvi_ma12, k=6), trend_model=AR(), family=poisson(), data=portal_train)`
308	mvgam/portal_shared_trend	mvgam	portal_shared_trend	true	Shared Latent Trend — Multi-Series Seasonal AR(1)	portal_counts	portal_synth	"'obs: count ~ series - 1 | trend: ~ s(season, bs = ""cc"", k = 8) [AR()]'"			https://nicholasjclark.github.io/mvgam/articles/shared_states.html	synthetic	mvgam.jl			"Multi-series Poisson model where all five species share a single latent AR(1) trend, with series-specific observation offsets and a cyclic seasonal spline at the trend level.  - `obs` formula: `series - 1` gives a species-specific intercept (fixed offset) - `trend` formula: cyclic cubic regression spline for seasonality (`bs = ""cc""`) - `trend_model = AR()` with `trend_map` forcing all series to share one trend  The shared-trend structure is specified via a `trend_map` data.frame passed separately to `mvgam()` mapping each series to the same latent trend index.  Fit with: `mvgam(count~series-1, trend_formula=~s(season,bs=""cc"",k=8), trend_model=AR(), family=poisson(), data=portal_train, trend_map=trend_map)`"
309	mvgam/plankton_var	mvgam	plankton_var	true	Gaussian VAR — Tensor-Product Environmental Smooths	plankton_var	plankton_synth	obs: y ~ -1 | trend: ~ te(temp, month, k = c(4, 4)) + te(temp, month, k = c(4, 4), by = trend) - 1 [VAR(cor = TRUE)]			https://nicholasjclark.github.io/mvgam/articles/trend_formulas.html	synthetic	mvgam.jl			Vector Autoregressive (VAR) model for multivariate Gaussian plankton time series with correlated process errors. Environmental forcing (temperature × month tensor product) acts at the latent process level.  - `obs` formula: no observation-level predictors - `trend` formula: shared tensor-product smooth `te(temp, month, k=c(4,4))`   plus species-specific deviations (`by = trend`); `-1` removes intercept - `trend_model = VAR(cor = TRUE)`: VAR with correlated cross-series innovations  The `by = trend` idiom in mvgam indexes each latent trend series, allowing species-specific environmental response curves.  Fit with: `mvgam(y~-1, trend_formula=~te(temp,month,k=c(4,4))+te(temp,month,k=c(4,4),by=trend)-1, trend_model=VAR(cor=TRUE), family=gaussian(), data=plankton_train)`
310	mvgam/salmon_beta_ar	mvgam	salmon_beta_ar	true	Beta AR(1) — Time-Varying Upwelling Effect on Salmon Survival	salmon_survival	salmon_synth	obs: survival ~ 1 | trend: ~ dynamic(CUI.apr, k = 25, scale = FALSE) - 1 [AR()]			https://nicholasjclark.github.io/mvgam/articles/time_varying_effects.html	synthetic	mvgam.jl			Beta-distributed salmon survival proportions with an AR(1) latent trend and a time-varying effect of spring upwelling index (`CUI.apr`).  - `obs` formula: intercept-only observation model (Beta family) - `trend` formula: `dynamic(CUI.apr, k=25, scale=FALSE)` makes the regression   coefficient on upwelling a smooth function of time (random-walk basis with   25 knots) - `trend_model = AR()`: AR(1) latent process in addition to the TVP  The `dynamic()` function in mvgam fits a time-varying parameter (TVP) model where the coefficient evolves as a random walk or Hilbert-space GP over time.  Fit with: `mvgam(survival~1, trend_formula=~dynamic(CUI.apr,k=25,scale=FALSE)-1, trend_model=AR(), family=betar(), data=salmon_train)`
311	mvgam/nmix_detection	mvgam	nmix_detection	true	N-Mixture — Smooth Detection and Abundance Sub-Models	nmix_detection	nmix_synth	"'obs: y ~ s(det_cov, k = 4) + s(det_cov2, k = 4) | trend: ~ s(abund_cov, k = 4) + s(abund_fac, bs = ""re"") [nmix()]'"			https://nicholasjclark.github.io/mvgam/articles/nmixtures.html	synthetic	mvgam.jl			"N-mixture model for imperfect detection with non-parametric smooth effects. The N-mixture likelihood jointly models the imperfect-detection observation process and the true abundance process.  - `obs` formula: detection probability sub-model; smooth effects of two   detection covariates - `trend` formula: latent abundance sub-model; smooth abundance covariate +   hierarchical random effect for the categorical habitat factor - `family = nmix()`: N-mixture likelihood (Royle 2004)  Fit with: `mvgam(y~s(det_cov,k=4)+s(det_cov2,k=4), trend_formula=~s(abund_cov,k=4)+s(abund_fac,bs=""re""), family=nmix(), data=nmix_data)`"
312	lme4/sleepstudy_slope	lme4	sleepstudy_slope	true	Sleep Deprivation — Correlated Random Slopes	sleep_deprivation	sleepstudy	Reaction ~ Days + (Days | Subject)	gaussian		https://cran.r-project.org/web/packages/lme4/vignettes/lmer.pdf	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/sleepstudy.csv	lme4.jl			LMM with correlated by-subject random slope and intercept for `Days`. `(Days | Subject)` fits one 2×2 random-effects covariance matrix per subject.  ```r lmer(Reaction ~ Days + (Days | Subject), data = sleepstudy) ```
313	lme4/sleepstudy_uncorr	lme4	sleepstudy_uncorr	true	Sleep Deprivation — Uncorrelated Random Slopes	sleep_deprivation	sleepstudy	Reaction ~ Days + (Days || Subject)	gaussian		https://cran.r-project.org/web/packages/lme4/vignettes/lmer.pdf	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/sleepstudy.csv	lme4.jl			LMM with **uncorrelated** by-subject random slope and intercept. `(Days || Subject)` constrains the off-diagonal covariance to zero (diagonal random-effects covariance matrix).  ```r lmer(Reaction ~ Days + (Days || Subject), data = sleepstudy) ```
314	lme4/dyestuff_re	lme4	dyestuff_re	true	Dyestuff — Minimal Random-Intercept LMM	dyestuff	dyestuff	Yield ~ 1 + (1 | Batch)	gaussian		https://doi.org/10.18637/jss.v067.i01	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Dyestuff.csv	lme4.jl			The simplest possible LMM: grand-mean intercept plus a random intercept for each batch. Introductory example in Bates et al. (JSS 2015, §2).  ```r lmer(Yield ~ 1 + (1 | Batch), data = Dyestuff) ```
315	lme4/lme4_cbpp_glmm	lme4	lme4_cbpp_glmm	true	CBPP — Binomial GLMM (lme4 syntax)	cbpp	lme4_cbpp	cbind(incidence, size - incidence) ~ period + (1 | herd)	binomial		https://doi.org/10.18637/jss.v067.i01	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/cbpp.csv	lme4.jl			Binomial GLMM for CBPP incidence using lme4's matrix-response `cbind` syntax. Contrast with the brms equivalent: `incidence | trials(size) ~ period + (1|herd)`.  ```r glmer(cbind(incidence, size - incidence) ~ period + (1 | herd),       family = binomial, data = cbpp) ```
316	lme4/penicillin_crossed	lme4	penicillin_crossed	true	Penicillin — Crossed Random Intercepts	penicillin	penicillin	diameter ~ 1 + (1 | plate) + (1 | sample)	gaussian		https://doi.org/10.18637/jss.v067.i01	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Penicillin.csv	lme4.jl			LMM with two fully **crossed** random intercepts (plates and samples). Neither grouping factor is nested within the other.  ```r lmer(diameter ~ 1 + (1 | plate) + (1 | sample), data = Penicillin) ```
317	lme4/pastes_nested	lme4	pastes_nested	true	Pastes — Nested Random Effects	pastes	pastes	strength ~ (1 | batch/cask)	gaussian		https://doi.org/10.18637/jss.v067.i01	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Pastes.csv	lme4.jl			LMM with nested random effects. `batch/cask` expands to `(1|batch) + (1|batch:cask)`; casks are identified locally within each batch, not globally.  ```r lmer(strength ~ (1 | batch/cask), data = Pastes) ```
318	lme4/verbagg_crossed	lme4	verbagg_crossed	true	Verbal Aggression — Bernoulli GLMM, Crossed Random Effects	verbal_aggression	verbagg	r2 ~ Anger + Gender + btype + situ + (1 | id) + (1 | item)	binomial		https://doi.org/10.18637/jss.v067.i01	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/VerbAgg.csv	lme4.jl			Bernoulli GLMM with two fully crossed random intercepts (subjects × items). `r2` is recoded to integer 0/1 from Y/N.  ```r glmer(r2 ~ Anger + Gender + btype + situ + (1|id) + (1|item),       family = binomial, data = VerbAgg) ```
319	lme4/contraception_urban	lme4	contraception_urban	true	Contraception — Binomial GLMM with Random Slopes	contraception	contraception	use ~ age + I(age^2) + livch + urban + (urban | district)	binomial		https://cran.r-project.org/package=lme4	https://vincentarelbundock.github.io/Rdatasets/csv/mlmRev/Contraception.csv	lme4.jl			Binomial GLMM for contraception use with a random slope for `urban` within district — allowing the urban/rural gap to vary across districts. `use` is recoded from Y/N to integer 0/1.  ```r glmer(use ~ age + I(age^2) + livch + urban + (urban | district),       family = binomial, data = Contraception) ```
