row_key	recovered_family	evidence_class	evidence_strength	authoritative_surface	authoritative_revision	authoritative_path_anchor	retrieved_at_utc	http_status	explicit_evidence	semantic_evidence	dataset_evidence	negative_evidence	decision_rationale
vasishth:n400_distr	gaussian	explicit-family-recovery	high	https://github.com/bnicenboim/bayescogsci; https://github.com/bnicenboim/bcogsci	31e79620f89e647d955ebc98fcd6b285011212aa	05-hierarchical.Rmd#L1090-L1137	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:197 returns 'bf(n400 ~ c_cloze + (c_cloze | subj) + (c_cloze | item), sigma ~ 1 + (1 | subj))' with no family. The chapter specifies normally distributed N400 observations and the exact brmsformula adds sigma ~ 1 + (1 | subj).	Historical BRM formula is 'bf(n400 ~ c_cloze + (c_cloze | subj) + (c_cloze | item), sigma ~ 1 + (1 | subj))'. Authoritative formula/likelihood at 05-hierarchical.Rmd#L1090-L1137 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM constructs a synthetic 40x80 crossed dataset with schema n400,c_cloze,subj,item. Authoritative bcogsci::df_eeg has 2,863 rows and schema subj,cloze,item,n400,cloze_ans,N (first row 1,0,1,7.08,0,44), with c_cloze derived in book code. Values/design are not the BRM synthetic replacement.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:197, current BayesCogSci book code, its git history, and bcogsci loaders/data. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	Recover Gaussian observation likelihood while preserving distributional regression on sigma; the sigma submodel changes scale heterogeneity, not the response family.
vasishth:pooling_partial	gaussian	explicit-family-recovery	high	https://github.com/bnicenboim/bayescogsci; https://github.com/bnicenboim/bcogsci	31e79620f89e647d955ebc98fcd6b285011212aa	05-hierarchical.Rmd#L45-L84	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:281 returns 'y ~ 1 + (1 | subj)' with no family. The generative section draws y with rnorm and fits the exact y ~ 1 + (1 | subj) partial-pooling model.	Historical BRM formula is 'y ~ 1 + (1 | subj)'. Authoritative formula/likelihood at 05-hierarchical.Rmd#L45-L84 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM constructs 10 subjects x 5 observations with y=500+50*u+20*noise. The authoritative pedagogical generator uses 20 subjects and its own mu/tau/sigma draws; schemas y,subj and pooling semantics match, exact values do not.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:281, current BayesCogSci book code, its git history, and bcogsci loaders/data. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.
vasishth:pooling_complete	gaussian	explicit-family-recovery	high	https://github.com/bnicenboim/bayescogsci; https://github.com/bnicenboim/bcogsci	31e79620f89e647d955ebc98fcd6b285011212aa	05-hierarchical.Rmd#L158-L188	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:297 returns 'y ~ 1' with no family. The book states y_n ~ Normal(mu,sigma) and fits the exact y ~ 1 complete-pooling model.	Historical BRM formula is 'y ~ 1'. Authoritative formula/likelihood at 05-hierarchical.Rmd#L158-L188 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM constructs 10 subjects x 5 observations with y=500+50*u+20*noise. The authoritative pedagogical generator uses 20 subjects and its own mu/tau/sigma draws; schemas y,subj and pooling semantics match, exact values do not.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:297, current BayesCogSci book code, its git history, and bcogsci loaders/data. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.
vasishth:pooling_none	gaussian	explicit-family-recovery	high	https://github.com/bnicenboim/bayescogsci; https://github.com/bnicenboim/bcogsci	31e79620f89e647d955ebc98fcd6b285011212aa	05-hierarchical.Rmd#L213-L256	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:313 returns 'y ~ 0 + factor(subj)' with no family. The book states y_n ~ Normal(mu_subj[n],sigma) and fits the exact y ~ 0 + factor(subj) no-pooling model.	Historical BRM formula is 'y ~ 0 + factor(subj)'. Authoritative formula/likelihood at 05-hierarchical.Rmd#L213-L256 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM constructs 10 subjects x 5 observations with y=500+50*u+20*noise. The authoritative pedagogical generator uses 20 subjects and its own mu/tau/sigma draws; schemas y,subj and pooling semantics match, exact values do not.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:313, current BayesCogSci book code, its git history, and bcogsci loaders/data. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.
vasishth:contrasts1_treatment	gaussian	explicit-family-recovery	high	https://github.com/bnicenboim/bayescogsci; https://github.com/bnicenboim/bcogsci	31e79620f89e647d955ebc98fcd6b285011212aa	06-coding.Rmd#L64-L72	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:350 returns 'DV ~ F' with no family. The exact DV ~ F model explicitly sets family = gaussian().	Historical BRM formula is 'DV ~ F'. Authoritative formula/likelihood at 06-coding.Rmd#L64-L72 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM constructs 120 rows with four A-D levels. Authoritative bcogsci::df_contrasts1 has 10 rows, schema F,DV,id (first DV=0.636193991420565) and df_contrasts3 has 20 rows for the four-level monotonic example. This is material dataset drift.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:350, current BayesCogSci book code, its git history, and bcogsci loaders/data. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.
vasishth:contrasts1_cellmeans	gaussian	explicit-family-recovery	high	https://github.com/bnicenboim/bayescogsci; https://github.com/bnicenboim/bcogsci	31e79620f89e647d955ebc98fcd6b285011212aa	06-coding.Rmd#L259-L268	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:366 returns 'DV ~ -1 + F' with no family. The exact cell-means DV ~ -1 + F model explicitly sets family = gaussian().	Historical BRM formula is 'DV ~ -1 + F'. Authoritative formula/likelihood at 06-coding.Rmd#L259-L268 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM constructs 120 rows with four A-D levels. Authoritative bcogsci::df_contrasts1 has 10 rows, schema F,DV,id (first DV=0.636193991420565) and df_contrasts3 has 20 rows for the four-level monotonic example. This is material dataset drift.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:366, current BayesCogSci book code, its git history, and bcogsci loaders/data. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.
vasishth:contrasts1_monotonic	gaussian	explicit-family-recovery	high	https://github.com/bnicenboim/bayescogsci; https://github.com/bnicenboim/bcogsci	31e79620f89e647d955ebc98fcd6b285011212aa	06-coding.Rmd#L721-L734	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:382 returns 'DV ~ 1 + mo(F)' with no family. The exact DV ~ 1 + mo(F) monotonic model explicitly sets family = gaussian().	Historical BRM formula is 'DV ~ 1 + mo(F)'. Authoritative formula/likelihood at 06-coding.Rmd#L721-L734 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM constructs 120 rows with four A-D levels. Authoritative bcogsci::df_contrasts1 has 10 rows, schema F,DV,id (first DV=0.636193991420565) and df_contrasts3 has 20 rows for the four-level monotonic example. This is material dataset drift.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:382, current BayesCogSci book code, its git history, and bcogsci loaders/data. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type. The authoritative monotonic example uses df_contrasts3, whereas BRM attaches the formula to its own synthetic contrasts1 object; this dataset label/value drift is recorded and was not used as family evidence.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.
vasishth:contrasts2x2_factorial	gaussian	explicit-family-recovery	high	https://github.com/bnicenboim/bayescogsci; https://github.com/bnicenboim/bcogsci	31e79620f89e647d955ebc98fcd6b285011212aa	07-coding2x2.Rmd#L45-L55	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:423 returns 'DV ~ A * B' with no family. The exact DV ~ A * B factorial model explicitly sets family = gaussian().	Historical BRM formula is 'DV ~ A * B'. Authoritative formula/likelihood at 07-coding2x2.Rmd#L45-L55 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM constructs 200 synthetic rows with schema DV,A,B,pDV. Authoritative bcogsci::df_contrasts4 has 20 rows, schema A,B,DV,id (first row A1,B1,DV=17.5465593239116,id=1); formula/design match but values and row count drift.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:423, current BayesCogSci book code, its git history, and bcogsci loaders/data. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.
vasishth:contrasts2x2_nested	gaussian	explicit-family-recovery	high	https://github.com/bnicenboim/bayescogsci; https://github.com/bnicenboim/bcogsci	31e79620f89e647d955ebc98fcd6b285011212aa	07-coding2x2.Rmd#L208-L218	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:439 returns 'DV ~ B / A' with no family. The exact DV ~ B / A nested model explicitly sets family = gaussian().	Historical BRM formula is 'DV ~ B / A'. Authoritative formula/likelihood at 07-coding2x2.Rmd#L208-L218 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM constructs 200 synthetic rows with schema DV,A,B,pDV. Authoritative bcogsci::df_contrasts4 has 20 rows, schema A,B,DV,id (first row A1,B1,DV=17.5465593239116,id=1); formula/design match but values and row count drift.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:439, current BayesCogSci book code, its git history, and bcogsci loaders/data. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.
vasishth:meta_sbi	gaussian	explicit-family-recovery	high	https://github.com/bnicenboim/bayescogsci; https://github.com/bnicenboim/bcogsci	31e79620f89e647d955ebc98fcd6b285011212aa	11-REMA-ME.Rmd#L1-L14;11-REMA-ME.Rmd#L35-L93	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:499 returns 'effect | resp_se(SE, sigma = FALSE) ~ 1 + (1 | study_id)' with no family. The book states effect_n ~ Normal(zeta_n,SE_n) and zeta_n ~ Normal(zeta,tau), then fits the exact resp_se(SE,sigma=FALSE) random-effects model.	Historical BRM formula is 'effect | resp_se(SE, sigma = FALSE) ~ 1 + (1 | study_id)'. Authoritative formula/likelihood at 11-REMA-ME.Rmd#L1-L14;11-REMA-ME.Rmd#L35-L93 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM constructs 20 synthetic studies with study_id,effect,SE. Authoritative bcogsci::df_sbi has 12 rows and schema publication,effect,SE; first row VanDyke07E1LoSem,13,30, and study_id is added as 1:n() in book code. Values are not the BRM synthetic replacement.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:499, current BayesCogSci book code, its git history, and bcogsci loaders/data. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	Recover the Gaussian known-SE observation layer and Normal study-effect hierarchy; sigma=FALSE removes an additional residual term but does not erase between-study heterogeneity.
vasishth:indiv_diff_me	gaussian	explicit-family-recovery	high	https://github.com/bnicenboim/bayescogsci; https://github.com/bnicenboim/bcogsci	31e79620f89e647d955ebc98fcd6b285011212aa	11-REMA-ME.Rmd#L377-L435	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:557 returns 'mean_rspeed | resp_se(se_rspeed, sigma = TRUE) ~ me(c_mean_pcu, se_pcu)' with no family. The book gives Normal measurement models for observed y and x and a Normal regression for latent y_true, then fits the exact response-SE/predictor-me formula with family = gaussian().	Historical BRM formula is 'mean_rspeed | resp_se(se_rspeed, sigma = TRUE) ~ me(c_mean_pcu, se_pcu)'. Authoritative formula/likelihood at 11-REMA-ME.Rmd#L377-L435 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM constructs 60 synthetic rows with mean_rspeed,se_rspeed,c_mean_pcu,se_pcu. Authoritative bcogsci::df_indiv has 100 rows and schema subj,mean_rspeed,se_rspeed,mean_pcu,se_pcu; first values are subj 1,0.0520853599469528,0.001129527748667,0.7375,0.0648140632472058, with c_mean_pcu derived in book code.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/vasishth.jl:557, current BayesCogSci book code, its git history, and bcogsci loaders/data. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	Recover Gaussian measurement and regression layers while retaining uncertainty in both response and predictor plus estimated residual sigma.
bmm:mixture2p_setsize	von_mises_uniform_mixture	explicit-family-recovery	strong	historical BRM source scripts/examples/bmm.jl; official BMM mixture article https://venpopov.com/bmm/articles/bmm_mixture_models.html; upstream BMM source and distribution implementation	BRM=05c3f465e7987e8d7caa7e214fedddd90415a922; bmm=70c76efe8f9204d78434908aecc39e740b80c2c2	scripts/examples/bmm.jl:64-90; R/model_mixture2p.R:93-102; R/model_mixture2p.R:35; R/distributions.R:287-297	2026-07-28T22:56:15Z	article=200; upstream-git=ok	configure_model.mixture2p explicitly installs brms::mixture("von_mises","von_mises"); fixed kappa2=-100 makes the second concentration effectively zero, and dmixture2p defines component 2 as dvon_mises(mu=0,kappa=0), i.e. circular uniform.	The target-memory component is von Mises and the guessing component is exactly the zero-concentration von Mises/uniform limit.	Historical loader returns angular error in (-pi,pi] plus set size/id, generated from wrapped normal versus uniform; it supports circular-mixture shape.	Catalog family metadata is blank; the synthetic remembered component is wrapped normal rather than von Mises, so the loader cannot establish the fitted family.	The fitted family and uniform component are explicit in authoritative model/distribution code, stronger than the approximate synthetic generator.
bmm:mixture3p_setsize	von_mises_target_nontarget_uniform_mixture	explicit-family-recovery	strong	historical BRM source scripts/examples/bmm.jl; official BMM mixture article https://venpopov.com/bmm/articles/bmm_mixture_models.html; upstream BMM mixture3p source	BRM=05c3f465e7987e8d7caa7e214fedddd90415a922; bmm=70c76efe8f9204d78434908aecc39e740b80c2c2	scripts/examples/bmm.jl:92-117; R/model_mixture3p.R:41; R/model_mixture3p.R:152-179	2026-07-28T22:56:15Z	article=200; upstream-git=ok	configure_model.mixture3p explicitly creates a mixture of von_mises families: one target component and max_set_size components; mu terms place active added components at non-target angles, while kappa2=-100 supplies the uniform guessing component.	The model is the documented three-process target-memory, non-target-swap, and guessing mixture even though multiple non-target components are expanded internally.	Historical loader provides target error and five non-target angles on the circle.	Catalog family metadata is blank; the loader generates only wrapped-normal target versus uniform guesses and never generates non-target swaps, so it is schema support, not likelihood confirmation.	Authoritative configure code explicitly recovers the target/non-target/uniform von-Mises mixture despite the incomplete synthetic generator.
bmm:sdm_condition	sdm_simple	explicit-family-recovery	strong	historical BRM source scripts/examples/bmm.jl; official BMM SDM article https://venpopov.com/bmm/articles/bmm_sdm_simple.html; upstream BMM SDM family and distribution source	BRM=05c3f465e7987e8d7caa7e214fedddd90415a922; bmm=70c76efe8f9204d78434908aecc39e740b80c2c2	scripts/examples/bmm.jl:149-170; R/model_sdm.R:123-147; R/distributions.R:38-85	2026-07-28T22:56:15Z	article=200; upstream-git=ok	configure_model.sdm explicitly constructs brms::custom_family(name="sdm_simple", dpars=mu,c,kappa) and installs custom Stan likelihood code; the package distribution documentation names the SDM distribution.	This is a bespoke circular signal-discrimination density, not a standard Gaussian family despite the historical prose's loose phrase "circular-normal likelihood".	Historical sdm_synth has circular y in (-pi,pi] and condition/id columns, which matches support and predictors.	Catalog family metadata is blank; its loader actually simulates a wrapped-normal/uniform mixture rather than the SDM density.	Recover the exact custom family name from implementation and explicitly reject dataset-generation equivalence.
bmm:imm_full_condition	von_mises_target_nontarget_uniform_mixture	explicit-family-recovery	strong	historical BRM source scripts/examples/bmm.jl; official BMM IMM article https://venpopov.com/bmm/articles/bmm_imm.html; upstream BMM IMM source	BRM=05c3f465e7987e8d7caa7e214fedddd90415a922; bmm=70c76efe8f9204d78434908aecc39e740b80c2c2	scripts/examples/bmm.jl:219-242; R/model_imm.R:43; R/model_imm.R:273-278; R/model_imm.R:318-333	2026-07-28T22:56:15Z	article=200; upstream-git=ok	configure_model.imm_full explicitly assigns .imm_mixture_family, a target/non-target expansion of von_mises families; fixed kappa2=-100 provides the near-zero-concentration uniform guessing component and non-target locations/distances enter mixture weights.	The four IMM parameter predictors govern a circular target/interference/guessing mixture rather than a single named exponential-family likelihood.	Historical loader supplies angular response, four non-target angles, four spatial distances, condition, and set size.	Catalog family metadata is blank; the synthetic response is only wrapped-normal versus uniform and does not generate the IMM interference mechanism.	Recover the explicit upstream mixture structure; treat the loader as schema coverage only.
flocker:single_season_repvarying	occupancy_single	explicit-family-recovery	strong	historical BRM source scripts/examples/flocker.jl; official flocker tutorial https://jsocolar.github.io/flocker/articles/flocker_tutorial.html; upstream flocker custom-family and Stan-likelihood source	BRM=05c3f465e7987e8d7caa7e214fedddd90415a922; flocker=b44093893851fff7d1597c868a6a20f388f5299e	scripts/examples/flocker.jl:73-100; R/occupancy_families.R:1-13; R/make_occupancy_lpmf.R:42-48; R/flock.R single-season branch	2026-07-28T22:56:15Z	tutorial=200; upstream-git=ok	The package explicitly defines custom family "occupancy_single" with detection mu and occupancy occ parameters; its Stan likelihood uses Bernoulli-logit occupancy and conditional detection terms marginalized over latent occupancy.	Repeated binary detections form a marginalized occupancy likelihood, so reducing this row to plain Bernoulli would lose the latent-occupancy mixture.	Historical loader explicitly generates latent z as Bernoulli occupancy and each y as Bernoulli detection conditional on z, with binary y and repeated visits.	Catalog family metadata is blank; binary y alone would not distinguish ordinary Bernoulli regression from occupancy_single.	Use the exact authoritative custom-family identifier, with the loader only corroborating its hierarchical Bernoulli semantics.
flocker:single_season_repconstant	occupancy_single_C	explicit-family-recovery	strong	historical BRM source scripts/examples/flocker.jl; official flocker tutorial https://jsocolar.github.io/flocker/articles/flocker_tutorial.html; upstream flocker custom-family and Stan-likelihood source	BRM=05c3f465e7987e8d7caa7e214fedddd90415a922; flocker=b44093893851fff7d1597c868a6a20f388f5299e	scripts/examples/flocker.jl:102-123; R/occupancy_families.R:29-40; R/flock.R:320-324; R/make_occupancy_lpmf.R:60-82	2026-07-28T22:56:15Z	tutorial=200; upstream-git=ok	The rep-constant path explicitly installs custom family "occupancy_single_C"; its likelihood is a zero-inflated-by-occupancy binomial over successes/trials, with occupancy orientation defined by the package.	Constant visit-level detection permits binomial aggregation, but latent occupancy is still marginalized and therefore this is not an ordinary binomial GLM.	The shared historical loader has binary repeated detections generated conditionally on latent z and site/species predictors.	Catalog family metadata is blank; the long-form loader itself does not perform the package's sufficient-statistic aggregation.	Recover occupancy_single_C from the exact selected package branch rather than inferring plain Bernoulli/binomial from y.
flocker:colex_explicit	occupancy_multi_colex	explicit-family-recovery	strong	historical BRM source scripts/examples/flocker.jl; official flocker tutorial https://jsocolar.github.io/flocker/articles/flocker_tutorial.html; upstream flocker custom-family and forward-algorithm source	BRM=05c3f465e7987e8d7caa7e214fedddd90415a922; flocker=b44093893851fff7d1597c868a6a20f388f5299e	scripts/examples/flocker.jl:175-197; R/occupancy_families.R:56-69; R/flock.R:351-392; R/make_occupancy_lpmf.R:168-220	2026-07-28T22:56:15Z	tutorial=200; upstream-git=ok	The explicit-initialization colex branch installs custom family "occupancy_multi_colex" with mu, occ, colo, and ex distributional parameters; upstream Stan helpers explicitly use Bernoulli-logit emissions and colonization/extinction transitions in a forward algorithm.	This is a hidden-state dynamic occupancy likelihood, not four independent Bernoulli regressions.	Historical fd_multi loader generates initial occupancy, colonization/extinction transitions, and conditional binary detections across three seasons.	Catalog family metadata is blank; y support alone cannot identify the hidden-state transition model.	The exact custom family and transition likelihood are explicit in upstream code and match the recovered explicit-initialization formula.
flocker:colex_equilibrium	occupancy_multi_colex_eq	explicit-family-recovery	strong	historical BRM source scripts/examples/flocker.jl; official flocker tutorial https://jsocolar.github.io/flocker/articles/flocker_tutorial.html; upstream flocker custom-family and forward-algorithm source	BRM=05c3f465e7987e8d7caa7e214fedddd90415a922; flocker=b44093893851fff7d1597c868a6a20f388f5299e	scripts/examples/flocker.jl:199-218; R/occupancy_families.R:71-84; R/flock.R:394-425; R/make_occupancy_lpmf.R forward_colex	2026-07-28T22:56:15Z	tutorial=200; upstream-git=ok	The equilibrium colex branch explicitly installs custom family "occupancy_multi_colex_eq" with mu, colo, and ex parameters and derives initial occupancy from the transition equilibrium before the same Bernoulli forward recursion.	Omitting occ is semantically meaningful: initial state is constrained by colonization/extinction equilibrium, producing a distinct family implementation.	Historical fd_multi loader contains compatible season/site repeated binary histories but was generated from freely specified initial occupancy, not necessarily equilibrium.	Catalog family metadata is blank; the cited tutorial did not expose enough formula-specific evidence in the earlier receipt audit, and the synthetic generator does not enforce equilibrium.	The current authoritative implementation resolves the exact custom family despite weak row-level tutorial and dataset support.
flocker:augmented_multispecies	occupancy_augmented	explicit-family-recovery	strong	historical BRM source scripts/examples/flocker.jl; official flocker tutorial https://jsocolar.github.io/flocker/articles/flocker_tutorial.html; upstream flocker custom-family and augmented likelihood source	BRM=05c3f465e7987e8d7caa7e214fedddd90415a922; flocker=b44093893851fff7d1597c868a6a20f388f5299e	scripts/examples/flocker.jl:245-330; R/occupancy_families.R:42-54; R/flock.R:325-349; R/make_occupancy_lpmf.R:82-150	2026-07-28T22:56:15Z	tutorial=200; upstream-git=ok	The augmented branch explicitly installs custom family "occupancy_augmented" with detection mu, occupancy occ, and supercommunity inclusion Omega; the likelihood marginalizes Bernoulli occupancy/detection and augmentation states.	Species augmentation adds an inclusion layer and is not equivalent to an ordinary binary or single-species occupancy family.	Historical loader has 50 real species plus 50 all-zero pseudospecies, repeated binary y, site/event predictors, and reserved ff_species identifier.	Catalog family metadata is blank; all-zero pseudo-species are design augmentation and do not independently identify Omega's likelihood.	Use the explicit authoritative custom-family name and retain the dataset only as structural corroboration.
mvgam:portal_shared_trend	poisson	explicit-family-recovery	strong	historical BRM source scripts/examples/mvgam.jl; official shared-states vignette https://nicholasjclark.github.io/mvgam/articles/shared_states.html; upstream mvgam vignette source	BRM=05c3f465e7987e8d7caa7e214fedddd90415a922; mvgam=c8617ef1080d08f7132b6543e19324a270e491d4	scripts/examples/mvgam.jl:351-377; vignettes/shared_states.Rmd:75-87 and 108-125; vignettes/mvgam_overview.Rmd:62	2026-07-28T22:56:15Z	vignette=200; upstream-git=ok	Both historical row prose/call and current official shared-state examples explicitly specify family=poisson(); the upstream family table identifies Poisson count support.	Shared AR trends and cyclic seasonal predictors alter the mean process, not the Poisson observation family.	Historical portal_synth loader explicitly draws count with _rpois(lambda), giving direct generator-level support.	Catalog family metadata is blank; the historical row materially changes the official example from three series/k=6/partial sharing to five series/k=8/all sharing, so formula fidelity is mismatch even though the family is stable.	Poisson is independently explicit in both sources and generator; family recovery does not validate the altered model claim.
mvgam:salmon_beta_ar	beta	explicit-family-recovery	strong	historical BRM source scripts/examples/mvgam.jl; official time-varying-effects vignette https://nicholasjclark.github.io/mvgam/articles/time_varying_effects.html; upstream mvgam vignette source	BRM=05c3f465e7987e8d7caa7e214fedddd90415a922; mvgam=c8617ef1080d08f7132b6543e19324a270e491d4	scripts/examples/mvgam.jl:248-275; vignettes/time_varying_effects.Rmd:248-266; vignettes/mvgam_overview.Rmd:60	2026-07-28T22:56:15Z	vignette=200; upstream-git=ok	The exact official model call explicitly uses family=betar(); historical prose and fit receipt also call it Beta, and the upstream family table defines betar() over proportions.	An AR process and dynamic upwelling coefficient govern the latent predictor while Beta remains the observation distribution.	Historical salmon_synth produces survival values clamped strictly to 0.01..0.99, matching Beta support.	Catalog family metadata is blank; the loader adds Gaussian noise on the response scale and clamps it, rather than drawing from a Beta distribution.	The official exact call recovers Beta strongly; bounded synthetic data corroborate support only.
mvgam:nmix_detection	nmix	explicit-family-recovery	strong	historical BRM source scripts/examples/mvgam.jl; official N-mixtures vignette https://nicholasjclark.github.io/mvgam/articles/nmixtures.html; upstream mvgam family and Stan-generation source	BRM=05c3f465e7987e8d7caa7e214fedddd90415a922; mvgam=c8617ef1080d08f7132b6543e19324a270e491d4	scripts/examples/mvgam.jl:278-348; vignettes/nmixtures.Rmd:197-241; R/families.R:319-329; R/add_nmixture.R:419-469; vignettes/mvgam_overview.Rmd:66	2026-07-28T22:56:15Z	vignette=200; upstream-git=ok	The exact historical/current call explicitly uses family=nmix(); upstream labels it "Poisson Binomial N-mixture", and generated Stan code combines poisson_log_lpmf for latent abundance with binomial_logit_lpmf for replicated observations while marginalizing N.	This is a composite latent-abundance/detection family and should not be flattened to Poisson or binomial alone.	Historical nmix_synth independently draws true_N from Poisson and replicate y as sums of Bernoulli trials conditional on N.	Catalog family metadata is blank, but unlike most synthetic rows this loader does mirror the authoritative composite family; it still cannot replace the upstream implementation evidence.	Recover the package's exact public family identifier nmix, with explicit Poisson-binomial semantics.
inla:airp_rw1	gaussian	explicit-family-recovery	strong	historical BRM source scripts/examples/inla.jl; cited INLA Gitbook temporal chapter https://becarioprecario.bitbucket.io/inla-gitbook/ch-temporal.html; authoritative R-INLA source https://github.com/hrue/r-inla	BRM=05c3f465e7987e8d7caa7e214fedddd90415a922; r-inla=c6e595b78f2fbca58fa976636716bdf0a9f9dee1	scripts/examples/inla.jl:241-255; rinla/R/inla.R:235; ch-temporal.html RW1 sections	2026-07-28T22:56:15Z	temporal=200; upstream-git=ok	Historical row prose explicitly states Gaussian; authoritative inla() source sets family="gaussian" by default when no family argument is supplied.	A continuous log_y response with a latent RW1 mean uses INLA's explicit Gaussian default.	Historical loader hard-codes all 144 AirPassengers counts and computes continuous log_y.	Catalog family metadata is blank; the cited chapter does not fit AirPassengers and its RW1 example retains an intercept with constr=FALSE, so model fidelity is mismatch; the response values alone cannot establish Gaussian residuals.	Gaussian is recovered from the explicit source/default while remaining orthogonal to the unsupported AirPassengers formula adaptation.
