warmuphmc	warmuphmc_draws	evidence_kind	brmi_parse	stanc	stan_transpile	semantic_route	stan_code_sha256	family_selected	variant	surface_support_class	probe_id	gradient_finite	evidence_from	descriptor	key	deployed	static_error_stage	static_error	translation_status	log_density	runtime_error	stan_data_sha256	sbbrmi_lower	dimension	historical_formula	warmuphmc_error	surface_secondary_gap	family_selected_provenance	source	bridgestan_instantiate	current_brm_body	row_index	data_shape_assumptions	brmi_eval
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		bernoulli	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	model_comparison_cubic	true			semantic-rewrite				not-run		income['>50K'] ~ sex + race + scale(age) + I(scale(age)**2) + I(scale(age)**3) + scale(hs_week) + I(scale(hs_week)**2) + I(scale(hs_week)**3)			inferred-from-description	bambi	not-run		33	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	hierarchical_binomial_nopooling	true			unresolved-family				not-run		p(H, AB) ~ 0 + playerID		family evidence remains indeterminate	unresolved	bambi	not-run		34	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	33b2c5a420030258852e2a428c2853478d367a75261cb19d8340fe4060d6f3a2	binomial	inferred-family	already-expressible-verbatim	ecbdaff7608cdc65	true	68	pass	hierarchical_binomial_nopooling	true			ready	-66.54212933375474		7b286d62d91adac6cbc87098e583506bb95f4b09428eaee402236e482cf8bfaf	pass	1	p(H, AB) ~ 0 + playerID			inferred-from-description	bambi	pass	log_odds ~ 0 + playerID\nH ~ BinomialLogit(AB, log_odds)	34	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	hierarchical_binomial_partial	true			unresolved-family				not-run		p(H, AB) ~ 1 + (1|playerID)		family evidence remains indeterminate	unresolved	bambi	not-run		35	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	128155bba619e64c51d69ae5a54e958f5847221ab340dee7a982a761715d2263	binomial	inferred-family	already-expressible-verbatim	0ace46915d77415f	true	70	pass	hierarchical_binomial_partial	true			ready	-66.54212933375474		54710fc8d13aecf2f2b9fd11218657ff52b2c4ce9399cb4e909c4b32e1cc8984	pass	5	p(H, AB) ~ 1 + (1|playerID)			inferred-from-description	bambi	pass	log_odds ~ 1 + (1|playerID)\nH ~ BinomialLogit(AB, log_odds)	35	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	alternative_links_logit	true			unresolved-family				not-run		p(y, n) ~ x		family evidence remains indeterminate	unresolved	bambi	not-run		36	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	866f749e6ce1d1cee62aa13d21eb991c687c5054dc596dd5e45ddef10c184542	binomial	inferred-family	already-expressible-verbatim	87ee880b79582a60	true	72	pass	alternative_links_logit	true			ready	-66.54212933375474		12e44e4781fdc23b4ba7bdaf89e4fa5dbefa52d67af8548271af33351c0e7864	pass	1	p(y, n) ~ x			inferred-from-description	bambi	pass	log_odds ~ x\ny ~ BinomialLogit(n, log_odds)	36	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	alternative_links_probit	true			unresolved-family				not-run		p(y, n) ~ x		family evidence remains indeterminate	unresolved	bambi	not-run		37	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		inherited-identical-probe	pass	pass	pass	ordinary_brm	866f749e6ce1d1cee62aa13d21eb991c687c5054dc596dd5e45ddef10c184542	binomial	inferred-family	already-expressible-verbatim	87ee880b79582a60	true	72	pass	alternative_links_probit	true			ready	-66.54212933375474		12e44e4781fdc23b4ba7bdaf89e4fa5dbefa52d67af8548271af33351c0e7864	pass	1	p(y, n) ~ x			inferred-from-description	bambi	pass	log_odds ~ x\ny ~ BinomialLogit(n, log_odds)	37	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	alternative_links_cloglog	true			unresolved-family				not-run		p(y, n) ~ x		family evidence remains indeterminate	unresolved	bambi	not-run		38	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		inherited-identical-probe	pass	pass	pass	ordinary_brm	866f749e6ce1d1cee62aa13d21eb991c687c5054dc596dd5e45ddef10c184542	binomial	inferred-family	already-expressible-verbatim	87ee880b79582a60	true	72	pass	alternative_links_cloglog	true			ready	-66.54212933375474		12e44e4781fdc23b4ba7bdaf89e4fa5dbefa52d67af8548271af33351c0e7864	pass	1	p(y, n) ~ x			inferred-from-description	bambi	pass	log_odds ~ x\ny ~ BinomialLogit(n, log_odds)	38	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	wald_gamma_wald	true			unresolved-family				not-run		claimcst0 ~ C(agecat) + gender + area		family evidence remains indeterminate	unresolved	bambi	not-run		39	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		wald	inferred-family	historical-semantics-unresolved		not-run		not-run	wald_gamma_wald	true			unsupported				not-run		claimcst0 ~ C(agecat) + gender + area			inferred-from-description	bambi	not-run		39	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	wald_gamma_gamma	true			unresolved-family				not-run		claimcst0 ~ agecat + gender + area		family evidence remains indeterminate	unresolved	bambi	not-run		40	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	f0799731a99ebde93052316576eb68056558495e6d81e017bb088c4f6672f7b5	gamma	inferred-family	already-expressible-verbatim	faaf50b115ae466a	true	80	pass	wald_gamma_gamma	true			ready	-7.603557068658984		25f38c15f122a3a7f740e23095edfc4139f9dfdf5450f67ca04fc1fa65cd00d2	pass	4	claimcst0 ~ agecat + gender + area			inferred-from-description	bambi	pass	log(mu) ~ agecat + gender + area\nlog(shape) ~ 1\nrate = shape / mu\nclaimcst0 ~ Gamma(shape, rate)	40	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	negative_binomial_main	true			unresolved-family				not-run		daysabs ~ 0 + prog + scale(math)		family evidence remains indeterminate	unresolved	bambi	not-run		41	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	31eac972189390b8d4cc4590642c30cd71a8efd1da25d971080b46381f9ce952	negativebinomial	inferred-family	already-expressible-via-semantic-rewrite	c72c78df7b8540e8	true	82	pass	negative_binomial_main	true			ready	-20.79441541679836		66325a026b095b18ec451eefa50fac00e9158914d5c0e3ba39f91aa766910f10	pass	3	daysabs ~ 0 + prog + scale(math)			inferred-from-description	bambi	pass	log(mu) ~ 0 + prog + zscale(math)\nlog(phi) ~ 1\ndaysabs ~ NegativeBinomial2(mu, phi)	41	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	negative_binomial_interaction	true			unresolved-family				not-run		daysabs ~ 0 + prog + scale(math) + prog:scale(math)		family evidence remains indeterminate	unresolved	bambi	not-run		42	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	not-run	not-run	ordinary_brm		negativebinomial	inferred-family	already-expressible-via-semantic-rewrite	644598cc055bca8a	not-run	84	not-run	negative_binomial_interaction	true	sbbrmi_lower	sbimpl: interaction operand must be a raw-data NamedColumn, got ExprColumn{typeof(zscale), Tuple{NamedColumn{Symbol, DataColumn{Vector{Float64}}}}, @NamedTuple{}}; interactions with `mo` / `me` / `s` / `ar` are not supported yet Stacktrace:   [1] error(::String, ::String)     @ Base ./error.jl:44   [2] _sb_interaction_operand(t::ExprColumn{typeof(zscale), Tuple{NamedColumn{Symbol, DataColumn{Vector{Float64}}}}, @NamedTuple{}})     @ BayesianRegressionModels /tmp/kb-agent-scratch.corpus.F6m3FP/src/sbimpl.jl:3247   [3] _sb_interaction_cols!(cols::Vector{Any}, t::ExprColumn{typeof(&), Tuple{NamedColumn{Symbol, DataColumn{Vector{Float64}}}, ExprColumn{typeof(zscale), Tuple{NamedColumn{Symbol, DataColumn{Vector{Float64}}}}, @NamedTuple{}}}, @NamedTuple{}}, data::Dict{Symbol, Any}, stmts::Vector{Any})     @ BayesianRegressionModels /tmp/kb-agent-scratch.corpus.F6m3FP/src/sbimpl.jl:3222   [4] _sb_pop_cols_expr!(cols::Vector{Any}, ::typeof(&), t::ExprColumn{typeof(&), Tuple{NamedColumn{Symbol, DataColumn{Vector{Float64}}}, ExprColumn{typeof(zscale), Tuple{NamedColumn{Symbol, DataColumn{Vector{Float64}}}}, @NamedTuple{}}}, @NamedTuple{}}, data::Dict{Symbol, Any}, stmts::Vector{Any}, _pop_te…	ready				fail		daysabs ~ 0 + prog + scale(math) + prog:scale(math)			inferred-from-description	bambi	not-run	log(mu) ~ 0 + prog + zscale(math) + prog & zscale(math)\nlog(phi) ~ 1\ndaysabs ~ NegativeBinomial2(mu, phi)	42	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	count_roaches_poisson	true			unresolved-family				not-run		y ~ roach1 + treatment + senior + offset(log(exposure2))		family evidence remains indeterminate	unresolved	bambi	not-run		43	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	0f63cd58ab40f8efdb6089c00e69fcc7e5e3eb8f962be512d5715ccec50e0122	poisson	inferred-family	already-expressible-via-semantic-rewrite	a3d48c3db122f2d3	true	86	pass	count_roaches_poisson	true			ready	-12.0		671b1c220e5920a353120c29ad2ea374c1b230bc8480f7875867cb5f910cb9d7	pass	4	y ~ roach1 + treatment + senior + offset(log(exposure2))			inferred-from-description	bambi	pass	log_rate ~ roach1 + treatment + senior + log(exposure2)\ny ~ Poisson(exp(log_rate))	43	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	count_roaches_nb	true			unresolved-family				not-run		y ~ roach1 + treatment + senior + offset(log(exposure2))		family evidence remains indeterminate	unresolved	bambi	not-run		44	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	423c2411e40c77f17f1c7dbf28f9b9010d1916f2325f38899e91a10c80a35b9a	negativebinomial	inferred-family	already-expressible-via-semantic-rewrite	5347fecd135f80e2	true	88	pass	count_roaches_nb	true			ready	-20.79441541679836		7f602875c741778fa89d0be1554c869f623f6c998c8afdbc23d33cab6cbaf770	pass	5	y ~ roach1 + treatment + senior + offset(log(exposure2))			inferred-from-description	bambi	pass	log(mu) ~ roach1 + treatment + senior + log(exposure2)\nlog(phi) ~ 1\ny ~ NegativeBinomial2(mu, phi)	44	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	beta_probs_intercept	true			unresolved-family				not-run		probabilities ~ 1		family evidence remains indeterminate	unresolved	bambi	not-run		45	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	912a33768d202ae70c1c229ef8449cce45877441593cec5ee83ab30d819d4250	beta	inferred-family	already-expressible-verbatim	3593b54707d8db08	true	90	pass	beta_probs_intercept	true			ready	-3.342077309841285		3ea12d3272d366600885d80324a91e90a82dbcb147b0ce9248b3afd3b2fcbdcb	pass	2	probabilities ~ 1			inferred-from-description	bambi	pass	logit(mu) ~ 1\nlog(phi) ~ 1\nprobabilities ~ Beta(mu * phi, (1 - mu) * phi)	45	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	beta_coin	true			unresolved-family				not-run		p ~ delta_d		family evidence remains indeterminate	unresolved	bambi	not-run		46	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	cff73644473e6c807dc8ca8134b70a37df4faa40fe07b2804ffa5cbc538faeb3	beta	inferred-family	already-expressible-verbatim	9d7e206f1be52225	true	92	pass	beta_coin	true			ready	-3.342077309841285		b959e4ad8acf88ba232bcd35f9008aed9714e1a504548360aa37496b7c0d90a5	pass	2	p ~ delta_d			inferred-from-description	bambi	pass	logit(mu) ~ delta_d\nlog(phi) ~ 1\np ~ Beta(mu * phi, (1 - mu) * phi)	46	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	beta_batting_intercept	true			unresolved-family				not-run		batting_avg ~ 1		family evidence remains indeterminate	unresolved	bambi	not-run		47	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	7e39d1fa87531dc1aa23e9ca5dd544d3cdc455800aa7161ef6c7b6ed8778e2fd	beta	inferred-family	already-expressible-verbatim	9ff55a833eafc31a	true	94	pass	beta_batting_intercept	true			ready	-3.342077309841285		681da8b6194d397f5464741e949b3193c1667b11d635c0a9500c2619e98af517	pass	2	batting_avg ~ 1			inferred-from-description	bambi	pass	logit(mu) ~ 1\nlog(phi) ~ 1\nbatting_avg ~ Beta(mu * phi, (1 - mu) * phi)	47	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	beta_batting_shift	true			unresolved-family				not-run		batting_avg ~ batting_avg_shift		family evidence remains indeterminate	unresolved	bambi	not-run		48	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	fe1b0bf85d9dbecbfdb1ac41d614acaa5c94ac4743076de126040dbc63ec5a65	beta	inferred-family	already-expressible-verbatim	0ed402108b95669b	true	96	pass	beta_batting_shift	true			ready	-3.342077309841285		708e14505fd89df2346f53bc011b8a4d53cbc8f09384c5159cb292a7f81ac1c6	pass	2	batting_avg ~ batting_avg_shift			inferred-from-description	bambi	pass	logit(mu) ~ batting_avg_shift\nlog(phi) ~ 1\nbatting_avg ~ Beta(mu * phi, (1 - mu) * phi)	48	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	categorical_toy	true			unresolved-family				not-run		y ~ x		family evidence remains indeterminate	unresolved	bambi	not-run		49	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		categorical	inferred-family	genuinely-missing-brm-surface		not-run		not-run	categorical_toy	true			unsupported				not-run		y ~ x		StanBlocks building blocks may exist; see surface audits	inferred-from-description	bambi	not-run		49	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
